passenger_id,survived,pclass,name,sex,age,Depart date,Arrive date,t_no,fare,cabin_no,embarked
KP-ER-454897,3,2nd,Niko Magana,Female,57,30-03-2015,07-Sep-18,C21621,"£60,085.00",PVT-336,Badalona
KP-ER-454898,6,1st,Amaris Jenkins,Male,33,31-03-2015,08-Sep-18,V54201,"£66,156.00",CLS-303,Jijel
KP-ER-454899,5,1st,Declan Sutton,Female,50,01-04-2015,09-Sep-18,K26564,"£24,142.00",GEN-347,Nice
KP-ER-454900,0,3rd,Izabella Madden,Female,51,02-04-2015,10-Sep-18,L12634,"£56,796.00",PVT-337,Annaba
KP-ER-454901,6,2nd,Everest Roach,Male,31,03-04-2015,11-Sep-18,E25495,"£37,395.00",CLS-304,Bizerte
KP-ER-454902,5,3rd,Lyanna Molina,Male,42,04-04-2015,12-Sep-18,R26532,"£39,918.00",GEN-348,Tunis
KP-ER-454903,3,2nd,Prince Good,Female,41,05-04-2015,13-Sep-18,A65602,"£25,072.00",PVT-338,Sfax
KP-ER-454904,2,1st,Nathalia Wagner,Male,31,06-04-2015,14-Sep-18,D25564,"£22,156.00",CLS-305,Venice
KP-ER-454905,0,1st,Enzo Cochran,Female,58,07-04-2015,15-Sep-18,B45952,"£28,618.00",GEN-349,Zliten
KP-ER-454906,0,3rd,Alma Hood,Female,32,08-04-2015,16-Sep-18,P14862,"£41,609.00",PVT-339,Palermo
KP-ER-454907,1,2nd,Brixton Adams,Male,44,09-04-2015,17-Sep-18,Y98624,"£55,948.00",CLS-306,Zawiya
KP-ER-454908,2,3rd,Stella Mann,Male,33,10-04-2015,18-Sep-18,C21622,"£43,288.00",GEN-350,Cherbourg
KP-ER-454909,4,2nd,Nehemiah Copeland,Female,41,11-04-2015,19-Sep-18,V54202,"£78,954.00",PVT-340,Southampton
KP-ER-454910,2,1st,Dayana Jimenez,Male,59,12-04-2015,20-Sep-18,K26565,"£42,938.00",CLS-307,Manchester
KP-ER-454911,0,1st,Silas Baxter,Female,54,13-04-2015,21-Sep-18,L12635,"£69,342.00",GEN-351,Paris
KP-ER-454912,4,3rd,Lara Small,Female,36,14-04-2015,22-Sep-18,E25496,"£39,262.00",PVT-341,London
KP-ER-454913,4,2nd,Rudy Kent,Male,57,15-04-2015,23-Sep-18,R26533,"£36,655.00",CLS-308,Queenstown
KP-ER-454914,6,3rd,Jazmine Bonilla,Male,31,16-04-2015,24-Sep-18,A65603,"£78,514.00",GEN-352,Naples
KP-ER-454915,1,2nd,Aden Kim,Female,59,17-04-2015,25-Sep-18,D25565,"£20,227.00",PVT-342,Pula
KP-ER-454916,0,1st,Gabriella Bond,Male,35,18-04-2015,26-Sep-18,B45953,"£20,148.00",CLS-309,Rome
KP-ER-454917,4,1st,Roger Booth,Female,55,19-04-2015,27-Sep-18,P14863,"£44,239.00",GEN-353,Valencia
KP-ER-454918,0,3rd,Zariyah Miller,Female,34,20-04-2015,28-Sep-18,Y98625,"£50,593.00",PVT-343,Qran
KP-ER-454919,3,2nd,Benjamin Avalos,Male,33,21-04-2015,29-Sep-18,C21623,"£50,848.00",CLS-310,Nador
KP-ER-454920,1,3rd,Paloma Vasquez,Male,45,22-04-2015,30-Sep-18,V54203,"£45,766.00",GEN-354,Malaga
KP-ER-454921,5,2nd,Rowan Villarreal,Female,33,23-04-2015,01-Oct-18,K26566,"£49,122.00",PVT-344,Palma
KP-ER-454922,5,1st,Jazlyn Acosta,Male,37,24-04-2015,02-Oct-18,L12636,"£47,184.00",CLS-311,Algeris
KP-ER-454923,2,1st,Jensen McDaniel,Female,48,25-04-2015,03-Oct-18,E25497,"£28,961.00",GEN-355,Badalona
KP-ER-454924,6,3rd,Dahlia Berry,Female,47,26-04-2015,04-Oct-18,R26534,"£59,142.00",PVT-345,Jijel
KP-ER-454925,2,2nd,Adonis Grant,Male,53,27-04-2015,05-Oct-18,A65604,"£45,754.00",CLS-312,Nice
KP-ER-454926,5,3rd,Alaina Sherman,Male,45,28-04-2015,06-Oct-18,D25566,"£21,607.00",GEN-356,Annaba
KP-ER-454927,4,2nd,Adan Hutchinson,Female,54,29-04-2015,07-Oct-18,B45954,"£63,534.00",PVT-346,Bizerte
KP-ER-454928,5,1st,Jamie Weeks,Male,54,30-04-2015,08-Oct-18,P14864,"£66,805.00",CLS-313,Tunis
KP-ER-454929,5,1st,Anders Melton,Female,55,01-05-2015,09-Oct-18,Y98626,"£42,226.00",GEN-357,Sfax
KP-ER-454930,5,3rd,Kamiyah Acevedo,Female,31,02-05-2015,10-Oct-18,C21624,"£64,065.00",PVT-347,Venice
KP-ER-454931,0,2nd,Dakari Bridges,Male,34,03-05-2015,11-Oct-18,V54204,"£57,508.00",CLS-314,Zliten
KP-ER-454932,6,3rd,Elora Nichols,Male,49,04-05-2015,12-Oct-18,K26567,"£45,514.00",GEN-358,Palermo
KP-ER-454933,0,2nd,Atlas Clements,Female,52,05-05-2015,13-Oct-18,L12637,"£31,799.00",PVT-348,Zawiya
KP-ER-454934,5,1st,Cara Mayer,Male,59,06-05-2015,14-Oct-18,E25498,"£67,836.00",CLS-315,Cherbourg
KP-ER-454935,4,1st,Yahir Stephenson,Female,31,07-05-2015,15-Oct-18,R26535,"£56,084.00",GEN-359,Southampton
KP-ER-454936,6,3rd,Khaleesi Lindsey,Female,59,08-05-2015,16-Oct-18,A65605,"£37,873.00",PVT-349,Manchester
KP-ER-454937,0,2nd,Jayson Sexton,Male,44,09-05-2015,17-Oct-18,D25567,"£42,897.00",CLS-316,Paris
KP-ER-454938,6,3rd,Ellen Ramos,Male,46,10-05-2015,18-Oct-18,B45955,"£36,783.00",GEN-360,London
KP-ER-454939,0,2nd,Angel Strickland,Female,34,11-05-2015,19-Oct-18,P14865,"£40,624.00",PVT-350,Queenstown
KP-ER-454940,0,1st,Nia Pittman,Male,37,12-05-2015,20-Oct-18,Y98627,"£73,007.00",CLS-317,Naples
KP-ER-454941,2,1st,Valentino Vazquez,Female,36,13-05-2015,21-Oct-18,C21625,"£34,198.00",GEN-361,Pula
KP-ER-454942,6,3rd,Journee Hunter,Female,56,14-05-2015,22-Oct-18,V54205,"£49,477.00",PVT-351,Rome
KP-ER-454943,5,2nd,Archer Galindo,Male,39,15-05-2015,23-Oct-18,K26568,"£71,041.00",CLS-318,Valencia
KP-ER-454944,6,3rd,Corinne Raymond,Male,41,16-05-2015,24-Oct-18,L12638,"£72,998.00",GEN-362,Qran
KP-ER-454945,2,2nd,Maurice Jacobs,Female,35,17-05-2015,25-Oct-18,E25499,"£64,193.00",PVT-352,Nador
KP-ER-454946,6,1st,Camilla Howe,Male,35,18-05-2015,26-Oct-18,R26536,"£29,819.00",CLS-319,Malaga
KP-ER-454947,0,1st,Alaric Bonilla,Female,59,19-05-2015,27-Oct-18,A65606,"£50,054.00",GEN-363,Palma
KP-ER-454948,4,3rd,Romina McFarland,Female,58,20-05-2015,28-Oct-18,D25568,"£71,087.00",PVT-353,Algeris
KP-ER-454949,2,2nd,Dane Delarosa,Male,55,21-05-2015,29-Oct-18,B45956,"£50,017.00",CLS-320,Badalona
KP-ER-454950,1,3rd,Iyla Greene,Male,35,22-05-2015,30-Oct-18,P14866,"£69,438.00",GEN-364,Jijel
KP-ER-454951,5,2nd,Griffin Moyer,Female,55,23-05-2015,31-Oct-18,Y98628,"£53,237.00",PVT-354,Nice
KP-ER-454952,5,1st,Zola Schaefer,Male,52,24-05-2015,01-Nov-18,C21626,"£53,936.00",CLS-321,Annaba
KP-ER-454953,6,1st,Ishaan Ibarra,Female,32,25-05-2015,02-Nov-18,V54206,"£27,741.00",GEN-365,Bizerte
KP-ER-454954,4,3rd,Madilynn Zavala,Female,30,26-05-2015,03-Nov-18,K26569,"£31,305.00",PVT-355,Tunis
KP-ER-454955,2,2nd,Dillon Moody,Male,39,27-05-2015,04-Nov-18,L12639,"£33,190.00",CLS-322,Sfax
KP-ER-454956,0,3rd,Elaine Gutierrez,Male,44,28-05-2015,05-Nov-18,E25500,"£42,306.00",GEN-366,Venice
KP-ER-454957,5,2nd,Luca Sparks,Female,39,29-05-2015,06-Nov-18,R26537,"£51,288.00",PVT-356,Zliten
KP-ER-454958,5,1st,Aisha Callahan,Male,44,30-05-2015,07-Nov-18,A65607,"£23,622.00",CLS-323,Palermo
KP-ER-454959,2,1st,Quinton Velazquez,Female,46,31-05-2015,08-Nov-18,D25569,"£78,350.00",GEN-367,Zawiya
KP-ER-454960,5,3rd,Jaliyah Howell,Female,50,01-06-2015,09-Nov-18,B45957,"£25,683.00",PVT-357,Cherbourg
KP-ER-454961,2,2nd,Bradley Huang,Male,30,02-06-2015,10-Nov-18,P14867,"£32,932.00",CLS-324,Southampton
KP-ER-454962,2,3rd,Francesca Kramer,Male,57,03-06-2015,11-Nov-18,Y98629,"£23,771.00",GEN-368,Manchester
KP-ER-454963,1,2nd,Kylan Mathis,Female,50,04-06-2015,12-Nov-18,C21627,"£22,219.00",PVT-358,Paris
KP-ER-454964,0,1st,Anne Conner,Male,31,05-06-2015,13-Nov-18,V54207,"£46,975.00",CLS-325,London
KP-ER-454965,2,1st,Phillip Wilcox,Female,52,06-06-2015,14-Nov-18,K26570,"£52,874.00",GEN-369,Queenstown
KP-ER-454966,4,3rd,Ashlyn Bridges,Female,43,07-06-2015,15-Nov-18,L12640,"£51,597.00",PVT-359,Naples
KP-ER-454967,2,2nd,Mohammed Weaver,Male,57,08-06-2015,16-Nov-18,E25501,"£55,293.00",CLS-326,Pula
KP-ER-454968,3,3rd,Teagan Sosa,Male,46,09-06-2015,17-Nov-18,R26538,"£23,127.00",GEN-370,Rome
KP-ER-454969,6,2nd,Emir Page,Female,44,10-06-2015,18-Nov-18,A65608,"£24,778.00",PVT-360,Valencia
KP-ER-454970,1,1st,Cataleya Caldwell,Male,35,11-06-2015,19-Nov-18,D25570,"£41,648.00",CLS-327,Qran
KP-ER-454971,3,1st,Rylan Fields,Female,52,12-06-2015,20-Nov-18,B45958,"£22,541.00",GEN-371,Nador
KP-ER-454972,1,3rd,Annie Chung,Female,49,13-06-2015,21-Nov-18,P14868,"£75,808.00",PVT-361,Malaga
KP-ER-454973,0,2nd,Ira Jenkins,Male,36,14-06-2015,22-Nov-18,Y98630,"£70,963.00",CLS-328,Palma
KP-ER-454974,1,3rd,Rylee Carr,Male,44,15-06-2015,23-Nov-18,C21628,"£24,751.00",GEN-372,Algeris
KP-ER-454975,2,2nd,Kash Turner,Female,31,16-06-2015,24-Nov-18,V54208,"£30,324.00",PVT-362,Badalona
KP-ER-454976,4,1st,Brooklyn Sullivan,Male,39,17-06-2015,25-Nov-18,K26571,"£53,508.00",CLS-329,Jijel
KP-ER-454977,2,1st,Evan McMillan,Female,59,18-06-2015,26-Nov-18,L12641,"£24,107.00",GEN-373,Nice
KP-ER-454978,5,3rd,Oakleigh Rodgers,Female,47,19-06-2015,27-Nov-18,E25502,"£21,001.00",PVT-363,Annaba
KP-ER-454979,0,2nd,Mathias Black,Male,36,20-06-2015,28-Nov-18,R26539,"£39,492.00",CLS-330,Bizerte
KP-ER-454980,6,3rd,Molly Costa,Male,53,21-06-2015,29-Nov-18,A65609,"£46,914.00",GEN-374,Tunis
KP-ER-454981,3,2nd,Kenji Molina,Female,54,22-06-2015,30-Nov-18,D25571,"£43,710.00",PVT-364,Sfax
KP-ER-454982,1,1st,Alexandria Collier,Male,56,23-06-2015,01-Dec-18,B45959,"£67,439.00",CLS-331,Venice
KP-ER-454983,5,1st,Edison Reynolds,Female,52,24-06-2015,02-Dec-18,P14869,"£63,569.00",GEN-375,Zliten
KP-ER-454984,1,3rd,Isabelle Chase,Female,45,25-06-2015,03-Dec-18,Y98631,"£25,211.00",PVT-365,Palermo
KP-ER-454985,6,2nd,Otis Frye,Male,45,26-06-2015,04-Dec-18,C21629,"£40,206.00",CLS-332,Zawiya
KP-ER-454986,4,3rd,Raya Kennedy,Male,37,27-06-2015,05-Dec-18,V54209,"£76,302.00",GEN-376,Cherbourg
KP-ER-454987,3,2nd,Maxwell Bradshaw,Female,34,28-06-2015,06-Dec-18,K26572,"£30,925.00",PVT-366,Southampton
KP-ER-454988,4,1st,Berkley Bautista,Male,48,29-06-2015,07-Dec-18,L12642,"£72,488.00",CLS-333,Manchester
KP-ER-454989,6,1st,Raul Trejo,Female,53,30-06-2015,08-Dec-18,E25503,"£20,881.00",GEN-377,Paris
KP-ER-454990,6,3rd,Rosalyn Mercado,Female,44,01-07-2015,09-Dec-18,R26540,"£59,968.00",PVT-367,London
KP-ER-454991,5,2nd,Abram Kent,Male,39,02-07-2015,10-Dec-18,A65610,"£45,408.00",CLS-334,Queenstown
KP-ER-454992,5,3rd,Jazmine Andersen,Male,33,03-07-2015,11-Dec-18,D25572,"£66,586.00",GEN-378,Naples
KP-ER-454993,2,2nd,Alistair Massey,Female,51,04-07-2015,12-Dec-18,B45960,"£49,534.00",PVT-368,Pula
KP-ER-454994,4,1st,Clementine Velazquez,Male,56,05-07-2015,13-Dec-18,P14870,"£63,453.00",CLS-335,Rome
KP-ER-454995,4,1st,Drew Bradshaw,Female,39,06-07-2015,14-Dec-18,Y98632,"£43,468.00",GEN-379,Valencia
KP-ER-454996,5,3rd,Berkley Bonilla,Female,58,07-07-2015,15-Dec-18,C21630,"£63,111.00",PVT-369,Qran
KP-ER-454997,3,2nd,Aden Leal,Male,52,08-07-2015,16-Dec-18,V54210,"£79,158.00",CLS-336,Nador
KP-ER-454998,1,3rd,Murphy Reid,Male,57,09-07-2015,17-Dec-18,K26573,"£38,309.00",GEN-380,Malaga
KP-ER-454999,6,2nd,Josue Anderson,Female,53,10-07-2015,18-Dec-18,L12643,"£21,819.00",PVT-370,Palma
KP-ER-455000,3,1st,Ella Wong,Male,44,11-07-2015,19-Dec-18,E25504,"£44,898.00",CLS-337,Algeris
KP-ER-455001,6,1st,Walter Hall,Female,53,12-07-2015,20-Dec-18,R26541,"£63,891.00",GEN-381,Badalona
KP-ER-455002,2,3rd,Leah Sellers,Female,38,13-07-2015,21-Dec-18,A65611,"£53,926.00",PVT-371,Jijel
KP-ER-455003,4,2nd,Madden Galvan,Male,37,14-07-2015,22-Dec-18,D25573,"£65,170.00",CLS-338,Nice
KP-ER-455004,3,3rd,Dallas Fitzgerald,Male,38,15-07-2015,23-Dec-18,B45961,"£65,363.00",GEN-382,Annaba
KP-ER-455005,3,2nd,Peyton Carpenter,Female,52,16-07-2015,24-Dec-18,P14871,"£50,251.00",PVT-372,Bizerte
KP-ER-455006,6,1st,Lilly Saunders,Male,48,17-07-2015,25-Dec-18,Y98633,"£55,813.00",CLS-339,Tunis
KP-ER-455007,1,1st,Kasen Barajas,Female,36,18-07-2015,26-Dec-18,C21631,"£78,462.00",GEN-383,Sfax
KP-ER-455008,5,3rd,Keilani Patton,Female,49,19-07-2015,27-Dec-18,V54211,"£67,877.00",PVT-373,Venice
KP-ER-455009,0,2nd,Moises Drake,Male,37,20-07-2015,28-Dec-18,K26574,"£63,374.00",CLS-340,Zliten
KP-ER-455010,6,3rd,Jayleen Cox,Male,45,21-07-2015,29-Dec-18,L12644,"£53,392.00",GEN-384,Palermo
KP-ER-455011,6,2nd,Connor Simmons,Female,32,22-07-2015,30-Dec-18,E25505,"£65,584.00",PVT-374,Zawiya
KP-ER-455012,5,1st,Reagan Sanchez,Male,58,23-07-2015,31-Dec-18,R26542,"£43,484.00",CLS-341,Cherbourg
KP-ER-455013,1,1st,Joseph Preston,Female,32,24-07-2015,01-Jan-19,A65612,"£39,871.00",GEN-385,Southampton
KP-ER-455014,3,3rd,Indie Galvan,Female,42,25-07-2015,02-Jan-19,D25574,"£45,369.00",PVT-375,Manchester
KP-ER-455015,1,2nd,Kingsley Greene,Male,53,26-07-2015,03-Jan-19,B45962,"£52,941.00",CLS-342,Paris
KP-ER-455016,6,3rd,Selena Donaldson,Male,59,27-07-2015,04-Jan-19,P14872,"£25,627.00",GEN-386,London
KP-ER-455017,2,2nd,Canaan Clarke,Female,52,28-07-2015,05-Jan-19,Y98634,"£51,829.00",PVT-376,Queenstown
KP-ER-455018,4,1st,Kaitlyn Truong,Male,48,29-07-2015,06-Jan-19,C21632,"£47,107.00",CLS-343,Naples
KP-ER-455019,0,1st,Ayan Payne,Female,39,30-07-2015,07-Jan-19,V54212,"£34,583.00",GEN-387,Pula
KP-ER-455020,6,3rd,London Ramirez,Female,49,31-07-2015,08-Jan-19,K26575,"£64,657.00",PVT-377,Rome
KP-ER-455021,5,2nd,David Newman,Male,32,01-08-2015,09-Jan-19,L12645,"£56,382.00",CLS-344,Valencia
KP-ER-455022,5,3rd,Oaklynn Wright,Male,57,02-08-2015,10-Jan-19,E25506,"£47,402.00",GEN-388,Qran
KP-ER-455023,0,2nd,Grayson Terrell,Female,30,03-08-2015,11-Jan-19,R26543,"£69,308.00",PVT-378,Nador
KP-ER-455024,1,1st,Paityn Roth,Male,34,04-08-2015,12-Jan-19,A65613,"£58,969.00",CLS-345,Malaga
KP-ER-455025,0,1st,Roy Alvarado,Female,50,05-08-2015,13-Jan-19,D25575,"£27,616.00",GEN-389,Palma
KP-ER-455026,6,3rd,Blake Gaines,Female,31,06-08-2015,14-Jan-19,B45963,"£45,944.00",PVT-379,Algeris
KP-ER-455027,2,2nd,Talon Owen,Male,39,07-08-2015,15-Jan-19,P14873,"£41,497.00",CLS-346,Badalona
KP-ER-455028,0,3rd,Mikayla Randall,Male,56,08-08-2015,16-Jan-19,Y98635,"£47,661.00",GEN-390,Jijel
KP-ER-455029,2,2nd,Trenton Rollins,Female,46,09-08-2015,17-Jan-19,C21633,"£36,191.00",PVT-380,Nice
KP-ER-455030,5,1st,Araceli Walker,Male,51,10-08-2015,18-Jan-19,V54213,"£30,477.00",CLS-347,Annaba
KP-ER-455031,3,1st,Luke Walter,Female,37,11-08-2015,19-Jan-19,K26576,"£21,213.00",GEN-391,Bizerte
KP-ER-455032,1,3rd,Penny McCann,Female,53,12-08-2015,20-Jan-19,L12646,"£62,872.00",PVT-381,Tunis
KP-ER-455033,3,2nd,Heath Friedman,Male,30,13-08-2015,21-Jan-19,E25507,"£20,893.00",CLS-348,Sfax
KP-ER-455034,5,3rd,Aspyn Boyd,Male,56,14-08-2015,22-Jan-19,R26544,"£54,077.00",GEN-392,Venice
KP-ER-455035,1,2nd,Dean Vang,Female,49,15-08-2015,23-Jan-19,A65614,"£44,293.00",PVT-382,Zliten
KP-ER-455036,5,1st,Madisyn Huffman,Male,49,16-08-2015,24-Jan-19,D25576,"£24,158.00",CLS-349,Palermo
KP-ER-455037,4,1st,Chris McClure,Female,43,17-08-2015,25-Jan-19,B45964,"£29,345.00",GEN-393,Zawiya
KP-ER-455038,5,3rd,Estella Hanson,Female,41,18-08-2015,26-Jan-19,P14874,"£60,556.00",PVT-383,Cherbourg
KP-ER-455039,6,2nd,Khalil Wade,Male,48,19-08-2015,27-Jan-19,Y98636,"£43,651.00",CLS-350,Southampton
KP-ER-455040,3,3rd,Evie Hayden,Male,37,20-08-2015,28-Jan-19,C21634,"£39,727.00",GEN-394,Manchester
KP-ER-455041,3,2nd,Leroy Douglas,Female,48,21-08-2015,29-Jan-19,V54214,"£36,646.00",PVT-384,Paris
KP-ER-455042,3,1st,Aniyah Hoover,Male,30,22-08-2015,30-Jan-19,K26577,"£48,523.00",CLS-351,London
KP-ER-455043,4,1st,Jaziel Elliott,Female,31,23-08-2015,31-Jan-19,L12647,"£40,215.00",GEN-395,Queenstown
KP-ER-455044,6,3rd,Noelle Savage,Female,30,24-08-2015,01-Feb-19,E25508,"£34,726.00",PVT-385,Naples
KP-ER-455045,2,2nd,Keaton Maddox,Male,58,25-08-2015,02-Feb-19,R26545,"£26,414.00",CLS-352,Pula
KP-ER-455046,1,3rd,Zainab Castaneda,Male,41,26-08-2015,03-Feb-19,A65615,"£66,080.00",GEN-396,Rome
KP-ER-455047,0,2nd,Collin Bowen,Female,57,27-08-2015,04-Feb-19,D25577,"£32,059.00",PVT-386,Valencia
KP-ER-455048,0,1st,Dream Nash,Male,31,28-08-2015,05-Feb-19,B45965,"£21,676.00",CLS-353,Qran
KP-ER-455049,0,1st,Chandler Delgado,Female,45,29-08-2015,06-Feb-19,P14875,"£69,197.00",GEN-397,Nador
KP-ER-455050,6,3rd,Josiah Le,Female,50,30-08-2015,07-Feb-19,Y98637,"£79,739.00",PVT-387,Malaga
KP-ER-455051,4,2nd,Myla Schmidt,Male,41,31-08-2015,08-Feb-19,C21635,"£77,035.00",CLS-354,Palma
KP-ER-455052,6,3rd,Zayden Torres,Male,56,01-09-2015,09-Feb-19,V54215,"£61,458.00",GEN-398,Algeris
KP-ER-455053,1,2nd,Violet Potts,Female,58,02-09-2015,10-Feb-19,K26578,"£67,154.00",PVT-388,Badalona
KP-ER-455054,4,1st,Alfred Caldwell,Male,55,03-09-2015,11-Feb-19,L12648,"£59,619.00",CLS-355,Jijel
KP-ER-455055,2,1st,Evelynn Weeks,Female,49,04-09-2015,12-Feb-19,E25509,"£46,407.00",GEN-399,Nice
KP-ER-455056,5,3rd,Anders Kim,Female,49,05-09-2015,13-Feb-19,R26546,"£47,649.00",PVT-389,Annaba
KP-ER-455057,5,2nd,Gabriella Finley,Male,34,06-09-2015,14-Feb-19,A65616,"£43,773.00",CLS-356,Bizerte
KP-ER-455058,2,3rd,Calum Lamb,Male,56,07-09-2015,15-Feb-19,D25578,"£79,086.00",GEN-400,Tunis
KP-ER-455059,0,2nd,Amaia Conrad,Female,48,08-09-2015,16-Feb-19,B45966,"£43,209.00",PVT-390,Sfax
KP-ER-455060,4,1st,Dilan Bowers,Male,35,09-09-2015,17-Feb-19,P14876,"£63,000.00",CLS-357,Venice
KP-ER-455061,6,1st,Elisa Erickson,Female,50,10-09-2015,18-Feb-19,Y98638,"£70,453.00",GEN-401,Zliten
KP-ER-455062,6,3rd,Johnny Porter,Female,44,11-09-2015,19-Feb-19,C21636,"£65,026.00",PVT-391,Palermo
KP-ER-455063,6,2nd,Ryleigh Brewer,Male,51,12-09-2015,20-Feb-19,V54216,"£72,121.00",CLS-358,Zawiya
KP-ER-455064,0,3rd,Cruz Kaur,Male,56,13-09-2015,21-Feb-19,K26579,"£76,983.00",GEN-402,Cherbourg
KP-ER-455065,3,2nd,Holland Nguyen,Female,52,14-09-2015,22-Feb-19,L12649,"£61,962.00",PVT-392,Southampton
KP-ER-455066,3,1st,Gabriel Simpson,Male,31,15-09-2015,23-Feb-19,E25510,"£20,933.00",CLS-359,Manchester
KP-ER-455067,6,1st,Anastasia Russo,Female,35,16-09-2015,24-Feb-19,R26547,"£20,628.00",GEN-403,Paris
KP-ER-455068,2,3rd,Jamie Lane,Female,47,17-09-2015,25-Feb-19,A65617,"£38,489.00",PVT-393,London
KP-ER-455069,5,2nd,Amy Cano,Male,37,18-09-2015,26-Feb-19,D25579,"£62,730.00",CLS-360,Queenstown
KP-ER-455070,3,3rd,Terry Morton,Male,48,19-09-2015,27-Feb-19,B45967,"£29,438.00",GEN-404,Naples
KP-ER-455071,2,2nd,Mallory Logan,Female,42,20-09-2015,28-Feb-19,P14877,"£53,472.00",PVT-394,Pula
KP-ER-455072,5,1st,Rocco Lynch,Male,50,21-09-2015,01-Mar-19,Y98639,"£31,644.00",CLS-361,Rome
KP-ER-455073,5,1st,Malia Chang,Female,34,22-09-2015,02-Mar-19,C21637,"£78,102.00",GEN-405,Valencia
KP-ER-455074,6,3rd,Ari Cohen,Female,35,23-09-2015,03-Mar-19,V54217,"£43,391.00",PVT-395,Qran
KP-ER-455075,4,2nd,Destiny Jarvis,Male,40,24-09-2015,04-Mar-19,K26580,"£32,821.00",CLS-362,Nador
KP-ER-455076,0,3rd,Marlon McMahon,Male,53,25-09-2015,05-Mar-19,L12650,"£51,498.00",GEN-406,Malaga
KP-ER-455077,3,2nd,Belen Robbins,Female,47,26-09-2015,06-Mar-19,E25511,"£41,496.00",PVT-396,Palma
KP-ER-455078,4,1st,Finnegan Peters,Male,38,27-09-2015,07-Mar-19,R26548,"£79,163.00",CLS-363,Algeris
KP-ER-455079,6,1st,Leila Kline,Female,34,28-09-2015,08-Mar-19,A65618,"£53,671.00",GEN-407,Badalona
KP-ER-455080,3,3rd,Ramon Meyers,Female,37,29-09-2015,09-Mar-19,D25580,"£57,540.00",PVT-397,Jijel
KP-ER-455081,5,2nd,Leyla Curry,Male,41,30-09-2015,10-Mar-19,B45968,"£42,886.00",CLS-364,Nice
KP-ER-455082,2,3rd,Briggs Avalos,Male,49,01-10-2015,11-Mar-19,P14878,"£22,822.00",GEN-408,Annaba
KP-ER-455083,1,2nd,Paloma Merritt,Female,44,02-10-2015,12-Mar-19,Y98640,"£34,502.00",PVT-398,Bizerte
KP-ER-455084,1,1st,Colten Greene,Male,39,03-10-2015,13-Mar-19,C21638,"£30,950.00",CLS-365,Tunis
KP-ER-455085,0,1st,Selena Goodman,Female,39,04-10-2015,14-Mar-19,V54218,"£53,486.00",GEN-409,Sfax
KP-ER-455086,2,3rd,Philip Avery,Female,56,05-10-2015,15-Mar-19,K26581,"£45,098.00",PVT-399,Venice
KP-ER-455087,5,2nd,Meghan Bishop,Male,53,06-10-2015,16-Mar-19,L12651,"£29,115.00",CLS-366,Zliten
KP-ER-455088,1,3rd,Paxton Lawrence,Male,43,07-10-2015,17-Mar-19,E25512,"£71,791.00",GEN-410,Palermo
KP-ER-455089,5,2nd,Lauren Hoffman,Female,46,08-10-2015,18-Mar-19,R26549,"£58,369.00",PVT-400,Zawiya
KP-ER-455090,4,1st,Steven Cross,Male,45,09-10-2015,19-Mar-19,A65619,"£36,273.00",CLS-367,Cherbourg
KP-ER-455091,1,1st,Mack Esparza,Female,32,10-10-2015,20-Mar-19,D25581,"£78,797.00",GEN-411,Southampton
KP-ER-455092,0,3rd,Ramona Yu,Female,47,11-10-2015,21-Mar-19,B45969,"£54,674.00",PVT-401,Manchester
KP-ER-455093,0,2nd,Bryant Maynard,Male,49,12-10-2015,22-Mar-19,P14879,"£69,023.00",CLS-368,Paris
KP-ER-455094,5,3rd,Carolyn Sanders,Male,41,13-10-2015,23-Mar-19,Y98641,"£62,844.00",GEN-412,London
KP-ER-455095,0,2nd,Jose Foster,Female,34,14-10-2015,24-Mar-19,C21639,"£75,873.00",PVT-402,Queenstown
KP-ER-455096,3,1st,Brielle Patton,Male,32,15-10-2015,25-Mar-19,V54219,"£64,429.00",CLS-369,Naples
KP-ER-455097,5,1st,Moises Bartlett,Female,47,16-10-2015,26-Mar-19,K26582,"£26,723.00",GEN-413,Pula
KP-ER-455098,0,3rd,Aubrielle Stanley,Female,45,17-10-2015,27-Mar-19,L12652,"£70,891.00",PVT-403,Rome
KP-ER-455099,4,2nd,Manuel Vasquez,Male,58,18-10-2015,28-Mar-19,E25513,"£42,188.00",CLS-370,Valencia
KP-ER-455100,2,3rd,Rose Hoover,Male,33,19-10-2015,29-Mar-19,R26550,"£36,832.00",GEN-414,Qran
KP-ER-455101,2,2nd,Jaziel Lara,Female,36,20-10-2015,30-Mar-19,A65620,"£58,975.00",PVT-404,Nador
KP-ER-455102,5,1st,Heidi Blankenship,Male,33,21-10-2015,31-Mar-19,D25582,"£30,928.00",CLS-371,Malaga
KP-ER-455103,6,1st,Ernesto Howell,Female,51,22-10-2015,01-Apr-19,B45970,"£74,439.00",GEN-415,Palma
KP-ER-455104,2,3rd,Mckenna Villegas,Female,55,23-10-2015,02-Apr-19,P14880,"£42,388.00",PVT-405,Algeris
KP-ER-455105,5,2nd,Clyde Duncan,Male,31,24-10-2015,03-Apr-19,Y98642,"£39,535.00",CLS-372,Badalona
KP-ER-455106,1,3rd,Elise Snyder,Male,52,25-10-2015,04-Apr-19,C21640,"£78,082.00",GEN-416,Jijel
